"GSM1213669",1
"GSM1213670",2
"GSM1213671",3
"GSM1213672",1
"GSM1213673",1
"GSM1213674",1
"GSM1213675",4
"GSM1213676",5
"GSM1213677",4
"GSM1213678",1
"GSM1213679",3
"GSM1213680",2
"GSM1213681",6
"GSM1213682",1
"GSM1213683",1
"GSM1213684",2
"GSM1213685",3
"GSM1213686",2
"GSM1213687",6
"GSM1213688",3
"GSM1213689",6
"GSM1213690",3
"GSM1213691",5
"GSM1213692",1
"GSM1213693",2
"GSM1213694",1
"GSM1213695",5
"GSM1213696",6
"GSM1213697",1
"GSM1213698",2
"GSM1213699",3
"GSM1213700",2
"GSM1213701",2
"GSM1213702",4
"GSM1213703",3
"GSM1213704",7
"GSM1213705",7
"GSM1213706",6
"GSM1213707",6
"GSM1213708",4
"GSM1213709",7
"GSM1213710",2
"GSM1213711",7
"GSM1213712",2
"GSM1213713",4
"GSM1213714",4
"GSM1213715",4
"GSM1213716",7
"GSM1213717",7
"GSM1213718",5
"GSM1213719",1
"GSM1213720",6
"GSM1213721",7
"GSM1213722",7
"GSM1213723",6
"GSM1213724",3
"GSM1213725",6
"GSM1213726",1
"GSM1213727",6
"GSM1213728",3
"GSM1213729",4
"GSM1213730",1
"GSM1213731",2
"GSM1213732",4
"GSM1213733",6
"GSM1213734",6
"GSM1213735",2
"GSM1213736",1
"GSM1213737",3
"GSM1213738",1
"GSM1213739",3
"GSM1213740",6
"GSM1213741",3
"GSM1213742",6
"GSM1213743",6
"GSM1213744",7
"GSM1213745",7
"GSM1213746",6
"GSM1213747",1
"GSM1213748",7
"GSM1213749",6
"GSM1213750",7
"GSM1213751",6
"GSM1213752",6
"GSM1213753",6
"GSM1213754",6
"GSM1213755",6
"GSM1213756",6
"GSM1213757",2
"GSM1213758",6
"GSM1213759",7
"GSM1213760",7
"GSM1213761",6
"GSM1213762",7
"GSM1213763",1
"GSM1213764",6
"GSM1213765",5
"GSM1213766",7
"GSM1213767",1
"GSM1213768",6
"GSM1213769",6
"GSM1213770",6
"GSM1213771",7
"GSM1213772",1
"GSM1213773",3
"GSM1213774",1
"GSM1213775",7
"GSM1213776",4
"GSM1213777",4
"GSM1213778",6
"GSM1213779",6
"GSM1213780",6
"GSM1213781",6
"GSM1213782",1
"GSM1213783",7
"GSM1213784",1
"GSM1213785",1
"GSM1213786",6
"GSM1213787",1
"GSM1213788",6
"GSM1213789",7
"GSM1213790",6
"GSM1213791",1
"GSM1213792",6
"GSM1213793",2
"GSM1213794",3
"GSM1213795",6
"GSM1213796",7
"GSM1213797",3
"GSM1213798",6
"GSM1213799",2
"GSM1213800",3
"GSM1213801",2
"GSM1213802",4
"GSM1213803",2
"GSM1213804",1
"GSM1213805",2
"GSM1213806",7
"GSM1213807",7
"GSM1213808",3
"GSM1213809",3
"GSM1213810",1
"GSM1213811",3
"GSM1213812",7
"GSM1213813",7
"GSM1213814",1
"GSM1213815",7
"GSM1213816",7
"GSM1213817",7
"GSM1213818",6
"GSM1213819",2
"GSM1213820",2
"GSM1213821",2
"GSM1213822",2
"GSM1213823",5
"GSM1213824",5
"GSM1213825",3
"GSM1213826",2
"GSM1213827",7
"GSM1213828",6
"GSM1213829",2
"GSM1213830",5
"GSM1213831",3
"GSM1213832",5
"GSM1213833",1
"GSM1213834",3
"GSM1213835",7
"GSM1213836",7
"GSM1213837",2
"GSM1213838",3
"GSM1213839",5
"GSM1213840",5
"GSM1213841",7
"GSM1213842",1
"GSM1213843",2
"GSM1213844",6
"GSM1213845",6
"GSM1213846",1
"GSM1213847",3
"GSM1213848",2
"GSM1213849",1
