"GSM1213669",1
"GSM1213670",2
"GSM1213671",3
"GSM1213672",1
"GSM1213673",1
"GSM1213674",1
"GSM1213675",4
"GSM1213676",5
"GSM1213677",4
"GSM1213678",1
"GSM1213679",3
"GSM1213680",6
"GSM1213681",7
"GSM1213682",1
"GSM1213683",1
"GSM1213684",4
"GSM1213685",3
"GSM1213686",2
"GSM1213687",8
"GSM1213688",3
"GSM1213689",7
"GSM1213690",8
"GSM1213691",4
"GSM1213692",1
"GSM1213693",2
"GSM1213694",1
"GSM1213695",5
"GSM1213696",8
"GSM1213697",1
"GSM1213698",2
"GSM1213699",3
"GSM1213700",2
"GSM1213701",2
"GSM1213702",6
"GSM1213703",3
"GSM1213704",9
"GSM1213705",9
"GSM1213706",7
"GSM1213707",7
"GSM1213708",6
"GSM1213709",9
"GSM1213710",6
"GSM1213711",9
"GSM1213712",6
"GSM1213713",9
"GSM1213714",4
"GSM1213715",9
"GSM1213716",9
"GSM1213717",9
"GSM1213718",5
"GSM1213719",1
"GSM1213720",8
"GSM1213721",9
"GSM1213722",9
"GSM1213723",9
"GSM1213724",3
"GSM1213725",9
"GSM1213726",1
"GSM1213727",8
"GSM1213728",8
"GSM1213729",9
"GSM1213730",1
"GSM1213731",6
"GSM1213732",4
"GSM1213733",7
"GSM1213734",7
"GSM1213735",6
"GSM1213736",1
"GSM1213737",3
"GSM1213738",8
"GSM1213739",8
"GSM1213740",7
"GSM1213741",3
"GSM1213742",7
"GSM1213743",7
"GSM1213744",9
"GSM1213745",9
"GSM1213746",7
"GSM1213747",1
"GSM1213748",9
"GSM1213749",7
"GSM1213750",9
"GSM1213751",7
"GSM1213752",7
"GSM1213753",8
"GSM1213754",8
"GSM1213755",7
"GSM1213756",8
"GSM1213757",2
"GSM1213758",8
"GSM1213759",9
"GSM1213760",9
"GSM1213761",7
"GSM1213762",9
"GSM1213763",1
"GSM1213764",7
"GSM1213765",5
"GSM1213766",9
"GSM1213767",1
"GSM1213768",7
"GSM1213769",7
"GSM1213770",7
"GSM1213771",9
"GSM1213772",1
"GSM1213773",8
"GSM1213774",1
"GSM1213775",9
"GSM1213776",4
"GSM1213777",9
"GSM1213778",7
"GSM1213779",8
"GSM1213780",7
"GSM1213781",8
"GSM1213782",9
"GSM1213783",9
"GSM1213784",1
"GSM1213785",2
"GSM1213786",7
"GSM1213787",1
"GSM1213788",8
"GSM1213789",9
"GSM1213790",7
"GSM1213791",8
"GSM1213792",8
"GSM1213793",6
"GSM1213794",3
"GSM1213795",8
"GSM1213796",9
"GSM1213797",3
"GSM1213798",7
"GSM1213799",6
"GSM1213800",3
"GSM1213801",2
"GSM1213802",4
"GSM1213803",9
"GSM1213804",1
"GSM1213805",2
"GSM1213806",9
"GSM1213807",9
"GSM1213808",3
"GSM1213809",8
"GSM1213810",3
"GSM1213811",8
"GSM1213812",9
"GSM1213813",9
"GSM1213814",1
"GSM1213815",9
"GSM1213816",9
"GSM1213817",9
"GSM1213818",8
"GSM1213819",6
"GSM1213820",6
"GSM1213821",6
"GSM1213822",2
"GSM1213823",5
"GSM1213824",5
"GSM1213825",8
"GSM1213826",2
"GSM1213827",9
"GSM1213828",9
"GSM1213829",6
"GSM1213830",5
"GSM1213831",8
"GSM1213832",4
"GSM1213833",1
"GSM1213834",3
"GSM1213835",9
"GSM1213836",9
"GSM1213837",6
"GSM1213838",3
"GSM1213839",5
"GSM1213840",4
"GSM1213841",9
"GSM1213842",1
"GSM1213843",6
"GSM1213844",7
"GSM1213845",7
"GSM1213846",1
"GSM1213847",3
"GSM1213848",6
"GSM1213849",1
