"GSM1465989",1
"GSM1465991",2
"GSM1465992",3
"GSM1465993",3
"GSM1465994",3
"GSM1465995",1
"GSM1465996",2
"GSM1465997",2
"GSM1465998",3
"GSM1465999",2
"GSM748053",1
"GSM748054",1
"GSM748055",1
"GSM748056",1
"GSM748057",1
"GSM748058",1
"GSM748059",2
"GSM748061",3
"GSM748062",1
"GSM748063",2
"GSM748064",1
"GSM748065",3
"GSM748066",3
"GSM748067",2
"GSM748068",3
"GSM748069",1
"GSM748071",1
"GSM748072",2
"GSM748073",1
"GSM748074",1
"GSM748075",1
"GSM748076",3
"GSM748077",1
"GSM748078",1
"GSM748079",1
"GSM748080",1
"GSM748081",1
"GSM748083",1
"GSM748084",1
"GSM748085",1
"GSM748086",1
"GSM748087",1
"GSM748088",3
"GSM748089",1
"GSM748090",1
"GSM748091",2
"GSM748092",2
"GSM748093",1
"GSM748094",1
"GSM748095",1
"GSM748096",1
"GSM748097",3
"GSM748098",3
"GSM748099",1
"GSM748100",1
"GSM748101",1
"GSM748102",1
"GSM748103",1
"GSM748104",1
"GSM748105",1
"GSM748106",3
"GSM748108",1
"GSM748109",1
"GSM748110",3
"GSM748111",1
"GSM748112",3
"GSM748113",2
"GSM748115",3
"GSM748116",1
"GSM748117",3
"GSM748119",3
"GSM748120",3
"GSM748121",1
"GSM748122",1
"GSM748123",3
"GSM748124",1
"GSM748125",1
"GSM748126",1
"GSM748127",1
"GSM748128",1
"GSM748130",1
"GSM748131",1
"GSM748132",1
"GSM748133",1
"GSM748135",1
"GSM748136",3
"GSM748137",1
"GSM748138",3
"GSM748139",1
"GSM748140",1
"GSM748141",1
"GSM748142",1
"GSM748143",1
"GSM748144",2
"GSM748145",3
"GSM748146",1
"GSM748147",1
"GSM748148",2
"GSM748149",3
"GSM748150",1
"GSM748151",1
"GSM748152",1
"GSM748154",3
"GSM748155",3
"GSM748156",3
"GSM748157",1
"GSM748159",3
"GSM748160",2
"GSM748161",1
"GSM748162",1
"GSM748163",3
"GSM748164",1
"GSM748165",1
"GSM748166",1
"GSM748167",1
"GSM748169",1
"GSM748170",1
"GSM748171",1
"GSM748172",3
"GSM748173",1
"GSM748174",1
"GSM748175",1
"GSM748177",3
"GSM748179",1
"GSM748180",1
"GSM748181",1
"GSM748182",3
"GSM748183",1
"GSM748185",3
"GSM748186",1
"GSM748187",1
"GSM748188",1
"GSM748189",1
"GSM748191",1
"GSM748193",3
"GSM748195",3
"GSM748196",3
"GSM748198",1
"GSM748202",2
"GSM748209",2
"GSM748210",2
"GSM748211",1
"GSM748212",2
"GSM748213",2
"GSM748214",3
"GSM748215",2
"GSM748220",1
"GSM748221",1
"GSM748222",1
"GSM748223",1
"GSM748224",1
"GSM748225",1
"GSM748226",1
"GSM748227",1
"GSM748228",1
"GSM748239",2
"GSM748240",1
"GSM748242",2
"GSM748243",1
"GSM748244",2
"GSM748245",2
"GSM748246",2
"GSM748247",2
"GSM748248",2
"GSM748249",2
"GSM748250",2
"GSM748251",2
"GSM748252",1
"GSM748253",2
"GSM748254",2
"GSM748255",2
"GSM748256",2
"GSM748257",2
"GSM748258",2
"GSM748259",1
"GSM748260",1
"GSM748261",1
"GSM748262",1
"GSM748263",1
"GSM748264",1
"GSM748265",2
"GSM748266",1
"GSM748267",1
"GSM748268",1
"GSM748269",1
"GSM748270",1
"GSM748271",2
"GSM748272",1
"GSM748273",1
"GSM748274",1
"GSM748275",1
"GSM748276",2
"GSM748277",1
"GSM748278",1
"GSM748279",2
"GSM748280",1
"GSM748281",3
"GSM748282",3
"GSM748283",3
"GSM748284",3
"GSM748285",3
"GSM748286",3
"GSM748287",3
"GSM748288",2
"GSM748291",2
"GSM748292",3
"GSM748294",2
"GSM748295",3
"GSM748296",3
"GSM748297",2
"GSM748298",2
"GSM748299",2
"GSM748300",2
"GSM748301",3
"GSM748302",3
"GSM748303",3
"GSM748304",2
"GSM748305",3
"GSM748306",3
"GSM748307",2
"GSM748308",3
"GSM748309",3
"GSM748310",2
"GSM748311",2
"GSM748312",3
"GSM748313",3
"GSM748314",2
"GSM748315",1
"GSM748316",1
"GSM748317",2
"GSM748318",3
"GSM748320",2
"GSM748321",3
"GSM748323",2
"GSM748324",3
"GSM748325",3
"GSM748326",2
"GSM748327",2
"GSM748328",2
"GSM748329",2
"GSM748330",3
"GSM748332",3
"GSM748333",2
"GSM748334",3
"GSM748335",2
"GSM748336",2
"GSM748337",1
"GSM748338",2
"GSM748339",3
"GSM748341",2
"GSM748342",3
"GSM748343",2
"GSM748344",1
"GSM748345",1
"GSM748346",1
"GSM748347",3
"GSM748348",2
"GSM748349",2
"GSM748350",2
"GSM748351",3
"GSM748352",1
"GSM748353",2
"GSM748354",3
"GSM748355",1
"GSM748357",1
"GSM748358",2
"GSM748359",2
"GSM748360",3
"GSM748361",3
"GSM748362",2
"GSM748363",3
"GSM748364",1
"GSM748365",2
"GSM748366",1
