"GSM475656",1
"GSM475679",2
"GSM475681",3
"GSM475683",3
"GSM475685",3
"GSM475687",3
"GSM475689",3
"GSM475691",4
"GSM475692",1
"GSM475694",5
"GSM475696",2
"GSM475698",3
"GSM475700",3
"GSM475701",6
"GSM475703",7
"GSM475706",3
"GSM475708",2
"GSM475709",3
"GSM475710",3
"GSM475712",1
"GSM475713",5
"GSM475715",8
"GSM475717",6
"GSM475719",4
"GSM475720",7
"GSM475722",4
"GSM475724",1
"GSM475727",1
"GSM475728",6
"GSM475730",1
"GSM475731",7
"GSM475733",1
"GSM475735",2
"GSM475737",1
"GSM475739",5
"GSM475741",1
"GSM475744",5
"GSM475747",2
"GSM475748",6
"GSM475751",8
"GSM475753",4
"GSM475756",2
"GSM475758",4
"GSM475759",1
"GSM475760",8
"GSM475761",2
"GSM475762",6
"GSM475763",5
"GSM475765",1
"GSM475768",8
"GSM475769",7
"GSM475770",2
"GSM475772",3
"GSM475773",8
"GSM475774",7
"GSM475776",3
"GSM475777",1
"GSM475778",2
"GSM475779",2
"GSM475780",3
"GSM475782",5
"GSM475784",3
"GSM475785",3
"GSM475787",8
"GSM475788",3
"GSM475789",7
"GSM475791",5
"GSM475792",1
"GSM475793",4
"GSM475794",6
"GSM475795",2
"GSM475796",3
"GSM475797",2
"GSM475799",3
"GSM475801",3
"GSM475802",8
"GSM475803",5
"GSM475804",1
"GSM475805",1
"GSM475806",5
"GSM475808",3
"GSM475810",2
